방대혁,SCIENCEON,다사랑병원,KCI,다사랑병원
박효정,KCI,대전요양병원,SCIENCEON,대전요양병원
주종우,KCI,중앙대학교,SCIENCEON,중앙대학교
김진수,KCI,한밭대학교,SCIENCEON,한밭대학교
박진호,NTIS,숭실대학교,SCIENCEON,숭실대학교,KCI,숭실대학교
문종훈,KCI,국립재활원 재활연구소,SCIENCEON,국립재활원 재활연구소
문종훈,KCI,국립재활원
문종훈,SCIENCEON,인천사랑병원 재활의학과
문종훈,KCI,인천사랑병원
김양현,SCIENCEON,신라대학교,KCI,신라대학교
김창현,SCIENCEON,서울과학기술대학교,KCI,서울과학기술대학교
이상원,SCIENCEON,성균관대학교,NTIS,성균관대학교,KCI,성균관대학교
이상원,KCI,연세대학교,NTIS,연세대학교
이상원,KCI,한성대학교
이선민,SCIENCEON,대구대학교,KCI,대구대학교
장세경,SCIENCEON,경찰대학 수사과학연구센터 연구원,KCI,경찰대학 수사과학연구센터 연구원
김남혁,SCIENCEON,옵티머스 시스템(주),KCI,옵티머스 시스템(주)
김남혁,SCIENCEON,옵티머스 시스템주
허준영,SCIENCEON,순천향대학교,KCI,순천향대학교
조면균,NTIS,세명대학교,SCIENCEON,세명대학교,KCI,세명대학교
전치형,KCI,한국과학기술원,SCIENCEON,한국과학기술원
김덕주,SCIENCEON,청주대학교,KCI,청주대학교
김덕주,KCI,서라벌대학교
김준규,SCIENCEON,서울대학교,KCI,서울대학교
김지홍,SCIENCEON,동명대학교,KCI,동명대학교
이상은,SCIENCEON,상명대학교,KCI,상명대학교
정동훈,NTIS,광운대학교,SCIENCEON,광운대학교,KCI,광운대학교
박정훈,KCI,한양대학교,SCIENCEON,한양대학교
박정훈,SCIENCEON,캘리포니아주립대; 노스리지,KCI,캘리포니아주립대; 노스리지
김호,SCIENCEON,동국대학교,KCI,동국대학교
한우섭,KCI,고려대학교,SCIENCEON,고려대학교
이명모,KCI,대전대학교,SCIENCEON,대전대학교
임승찬,SCIENCEON,에어패스,KCI,에어패스
이의철,NTIS,상명대학교,KCI,상명대학교,SCIENCEON,상명대학교
김성주,KCI,동국대학교,SCIENCEON,동국대학교
조윤성,SCIENCEON,한양대학교,KCI,한양대학교
최종배,SCIENCEON,경희대학교,KCI,경희대학교
최원호,SCIENCEON,가천대학교,KCI,가천대학교
김형신,SCIENCEON,연세대학교,KCI,연세대학교
정형원,NTIS,광운대학교,KCI,광운대학교,SCIENCEON,광운대학교
전한종,NTIS,한양대학교,KCI,한양대학교,SCIENCEON,한양대학교
강은원,SCIENCEON,대구예술대학교,KCI,대구예술대학교
한경근,KCI,단국대학교,SCIENCEON,단국대학교
진성아,SCIENCEON,성결대학교,KCI,성결대학교,NTIS,성결대학교
최태묵,KCI,크리에이텍,SCIENCEON,크리에이텍
배준혁,SCIENCEON,목포대학교,KCI,목포대학교
태기식,SCIENCEON,건양대학교,KCI,건양대학교
전양덕,KCI,서울과학기술대학교,SCIENCEON,서울과학기술대학교
옥민욱,KCI,대구대학교,SCIENCEON,대구대학교
서정원,SCIENCEON,대림대학교,KCI,대림대학교
박명숙,KCI,건국대학교,SCIENCEON,건국대학교
박명숙,NTIS,창원대학교
한상린,NTIS,한양대학교,SCIENCEON,한양대학교,KCI,한양대학교
김진국,SCIENCEON,남서울대학교,KCI,남서울대학교
박종태,SCIENCEON,단국대학교,KCI,단국대학교
송신철,KCI,부흥고등학교,SCIENCEON,부흥고등학교
윤태림,SCIENCEON,청주대학교,KCI,청주대학교
이은희,NTIS,한림대학교
이은희,KCI,한국영상대학교,SCIENCEON,한국영상대학교
김성아,KCI,성균관대학교,SCIENCEON,성균관대학교,NTIS,성균관대학교
김성아,NTIS,성균관대학교(자연과학캠퍼스)
이창욱,KCI,단국대학교,SCIENCEON,단국대학교
이하은,KCI,홍익대학교,SCIENCEON,홍익대학교
김효정,SCIENCEON,이화여자대학교,NTIS,이화여자대학교,KCI,이화여자대학교
김지은,NTIS,한양대학교
김지은,SCIENCEON,한성대학교
강구섭,SCIENCEON,전남대학교,KCI,전남대학교
류지헌,SCIENCEON,전남대학교,KCI,전남대학교,NTIS,전남대학교
우지혜,SCIENCEON,한림성심대학교,KCI,한림성심대학교
이성아,KCI,순천향대학교,SCIENCEON,순천향대학교
배명훈,NTIS,한국교원대학교
배명훈,SCIENCEON,진천상신초등학교,KCI,진천상신초등학교
채민정,KCI,조선간호대학교,SCIENCEON,조선간호대학교
김금숙,KCI,혜전대학교,SCIENCEON,혜전대학교
주연정,SCIENCEON,한림대학교,KCI,한림대학교
이가영,SCIENCEON,백석대학교,KCI,백석대학교
이성원,KCI,동의대학교,SCIENCEON,동의대학교
이성원,NTIS,광운대학교
윤여경,SCIENCEON,대진대학교,KCI,대진대학교
김영재,KCI,한양대학교,SCIENCEON,한양대학교
김철수,KCI,한국교통대학교,SCIENCEON,한국교통대학교
염영란,KCI,조선간호대학교,SCIENCEON,조선간호대학교
안종혁,KCI,건국대학교,SCIENCEON,건국대학교
윤기준,KCI,인천대학교,SCIENCEON,인천대학교
임관순,KCI,한국폴리텍대학,SCIENCEON,한국폴리텍대학
석정호,SCIENCEON,연세대학교,KCI,연세대학교,NTIS,연세대학교
김재엽,KCI,동서울대학교,SCIENCEON,동서울대학교
김중석,KCI,서울대학교,SCIENCEON,서울대학교
박경혜,KCI,충남대학교,SCIENCEON,충남대학교
김정기,KCI,대구보건대학교,SCIENCEON,대구보건대학교
김정기,KCI,순천향대학교
김 환,SCIENCEON,대구대학교
김수영,SCIENCEON,국립소방연구원,KCI,국립소방연구원
양한나,SCIENCEON,백석대학교,KCI,백석대학교
김성운,SCIENCEON,한신특수체육연구소,KCI,한신특수체육연구소
김일태,KCI,조선대학교,SCIENCEON,조선대학교
장신호,NTIS,서울교육대학교,KCI,서울교육대학교,SCIENCEON,서울교육대학교
박종환,KCI,부산대학교,SCIENCEON,부산대학교,NTIS,부산대학교
박종환,NTIS,동아대학교
최성운,KCI,순천향대학교,SCIENCEON,순천향대학교
신병석,NTIS,인하대학교,KCI,인하대학교,SCIENCEON,인하대학교
박수현,SCIENCEON,연세대학교,KCI,연세대학교
김성훈,KCI,상명대학교,SCIENCEON,상명대학교
김성훈,KCI,한양대학교,SCIENCEON,한양대학교
고기남,SCIENCEON,플레이스비 주식회사,KCI,플레이스비 주식회사
황성준,KCI,수원과학대학교,SCIENCEON,수원과학대학교
민경훈,SCIENCEON,한국교원대학교,KCI,한국교원대학교
김우리,KCI,전남대학교,SCIENCEON,전남대학교
김창식,SCIENCEON,배화여자대학교,KCI,배화여자대학교
김숙영,SCIENCEON,중앙대학교,KCI,중앙대학교
남윤재,KCI,경희대학교,SCIENCEON,경희대학교
김희정,SCIENCEON,연세대학교,KCI,연세대학교
이정미,SCIENCEON,조선간호대학교,KCI,조선간호대학교
이정미,NTIS,한국과학기술원
신홍철,SCIENCEON,경희대학교,KCI,경희대학교
소효정,NTIS,이화여자대학교,KCI,이화여자대학교,SCIENCEON,이화여자대학교
소효정,NTIS,포항공과대학교
김성겸,KCI,동서대학교,SCIENCEON,동서대학교
조창옥,KCI,대한장애인체육회,SCIENCEON,대한장애인체육회
김대식,SCIENCEON,부산대학교,KCI,부산대학교
김대식,NTIS,충남대학교
이수진,KCI,세종대학교,SCIENCEON,세종대학교
이수진,NTIS,전남대학교
한경훈,SCIENCEON,부산대학교,NTIS,부산대학교,KCI,부산대학교
한경훈,KCI,경희대학교
이은섭,SCIENCEON,을지대학교,KCI,을지대학교
한정엽,SCIENCEON,남서울대학교,NTIS,남서울대학교,KCI,남서울대학교
한정엽,SCIENCEON,홍익대학교,NTIS,홍익대학교,KCI,홍익대학교
정의철,SCIENCEON,서울대학교,KCI,서울대학교
김경일,SCIENCEON,에스정형외과,KCI,에스정형외과
임상국,KCI,영산대학교,SCIENCEON,영산대학교
김영식,SCIENCEON,한국산업기술대학교,KCI,한국산업기술대학교
김영식,KCI,한국교원대학교,SCIENCEON,한국교원대학교
김영식,SCIENCEON,한국표준과학연구원 첨단측정장비연구소 우주광학팀
김영식,KCI,한국표준과학연구원
오경록,SCIENCEON,경희대학교
허보윤,KCI,건양대학교,NTIS,건양대학교,SCIENCEON,건양대학교
문용호,SCIENCEON,경상대학교
문용호,SCIENCEON,경상국립대학교,KCI,경상국립대학교
정유수,SCIENCEON,DGMIF
정유수,SCIENCEON,대구경북첨단의료산업진흥재단
장선영,SCIENCEON,목포해양대학교,KCI,목포해양대학교
권용주,SCIENCEON,한국교원대학교,KCI,한국교원대학교,NTIS,한국교원대학교
박세원,NTIS,한국교원대학교
박세원,KCI,천안오성초등학교
박세원,SCIENCEON,오성초등학교,KCI,오성초등학교
박승보,SCIENCEON,동국대학교
이현진,SCIENCEON,연세대학교,KCI,연세대학교,NTIS,연세대학교
송준아,KCI,고려대학교,NTIS,고려대학교,SCIENCEON,고려대학교
문은수,SCIENCEON,부산대학교,KCI,부산대학교
윤나라,KCI,홍익대학교,SCIENCEON,홍익대학교
백규리,SCIENCEON,계명대학교,KCI,계명대학교
서호찬,KCI,국제뇌교육종합대학원대학교,SCIENCEON,국제뇌교육종합대학원대학교
권규식,KCI,전주대학교,SCIENCEON,전주대학교
이은지,SCIENCEON,경희대학교,KCI,경희대학교
이영선,SCIENCEON,이화여자대학교,KCI,이화여자대학교
신윤희,KCI,한양대학교,SCIENCEON,한양대학교
이상헌,KCI,순천향대학교,SCIENCEON,순천향대학교
신용태,SCIENCEON,숭실대학교,KCI,숭실대학교
김기홍,SCIENCEON,강릉원주대학교,KCI,강릉원주대학교,NTIS,강릉원주대학교
김기홍,SCIENCEON,한국전자통신연구원(ETRI) 가상현실연구실
김기홍,SCIENCEON,가상현실연구팀
김기홍,SCIENCEON,VR 기술연구실
김기홍,SCIENCEON,가상현실연구실
이인원,KCI,국방과학연구소,SCIENCEON,국방과학연구소
Ma^ Li,SCIENCEON,연산대학 경제관리대학
최승문,SCIENCEON,포항공과대학교,KCI,포항공과대학교,NTIS,포항공과대학교
정이정,KCI,삼육대학교,SCIENCEON,삼육대학교
송승일,SCIENCEON,대구 강병원 재활치료센터 작업치료실
신민호,SCIENCEON,(주)지오위즈넷,KCI,(주)지오위즈넷
김정일,KCI,한세대학교,SCIENCEON,한세대학교
정승문,KCI,동신대학교,SCIENCEON,동신대학교
정성엽,SCIENCEON,한국교통대학교
조세홍,KCI,한성대학교,SCIENCEON,한성대학교
이길행,SCIENCEON,융.복합콘텐츠연구부
이길행,SCIENCEON,차세대콘텐츠연구본부
이길행,SCIENCEON,한국전자통신연구원
박종현,SCIENCEON,목포대학교,KCI,목포대학교
김태균,KCI,경북대학교,SCIENCEON,경북대학교
윤범철,KCI,고려대학교,NTIS,고려대학교,SCIENCEON,고려대학교
강임철,KCI,동신대학교,SCIENCEON,동신대학교
Song^ Chiang-Soon,SCIENCEON,전남과학대학교
조규명,KCI,경북대학교,SCIENCEON,경북대학교
고대식,KCI,목원대학교
고대식,KCI,조선대학교,SCIENCEON,조선대학교
정규만,SCIENCEON,대구대학교,NTIS,대구대학교
이제희,NTIS,서울대학교,SCIENCEON,서울대학교
Kang^ Jong-Ho,SCIENCEON,부산가톨릭대학교
황민철,KCI,상명대학교,SCIENCEON,상명대학교,NTIS,상명대학교
Kim^ Tae-Hoon,SCIENCEON,가야대학교
양노열,SCIENCEON,연세대학교
이석재,SCIENCEON,지식이러닝연구팀
박형근,SCIENCEON,한국기술교육대학교
이성한,KCI,㈜지오아이티
이성한,SCIENCEON,(주)지오아이티
한순흥,NTIS,한국과학기술원,KCI,한국과학기술원,SCIENCEON,한국과학기술원
노창배,SCIENCEON,고려대학교,KCI,고려대학교
김도영,SCIENCEON,브이앤아이 부설연구소
남상훈,KCI,서울미디어대학원대학교,SCIENCEON,서울미디어대학원대학교,NTIS,서울미디어대학원대학교
남상훈,SCIENCEON,중앙대학교,KCI,중앙대학교
남상훈,KCI,창원대학교,NTIS,창원대학교
이재규,SCIENCEON,타타대우상용차(주) 생산/R&D본부
이재규,KCI,홍익대학교
노종수,SCIENCEON,대전보건대학교
고형석,SCIENCEON,서울대학교,KCI,서울대학교
최영로,SCIENCEON,대진대학교,KCI,대진대학교
Soo^ Hong Song,SCIENCEON,호서대학교
주복규,KCI,홍익대학교,SCIENCEON,홍익대학교
최수미,NTIS,세종대학교,SCIENCEON,세종대학교
전태일,KCI,명지대학교,SCIENCEON,명지대학교
문일영,SCIENCEON,한국기술교육대학교
정동욱,KCI,한국교원대학교,SCIENCEON,한국교원대학교
이동하,KCI,성균관대학교,SCIENCEON,성균관대학교
정경훈,KCI,아주대학교
정경훈,KCI,경북대학교,SCIENCEON,경북대학교
김윤호,NTIS,목원대학교,KCI,목원대학교,SCIENCEON,목원대학교
박승규,SCIENCEON,세한대학교
김희진,KCI,사이버한국외국어대학교
김희진,SCIENCEON,을지대학교,KCI,을지대학교
정의준,KCI,건국대학교,SCIENCEON,건국대학교
황태연,SCIENCEON,전남과학대학교,KCI,전남과학대학교
조성태,SCIENCEON,원광대학교,KCI,원광대학교
이동규,KCI,남부대학교,SCIENCEON,남부대학교
강인석,SCIENCEON,경상대학교,NTIS,경상대학교,KCI,경상대학교
강인석,KCI,경상국립대학교,SCIENCEON,경상국립대학교
이준성,KCI,이화여자대학교,SCIENCEON,이화여자대학교
지영준,SCIENCEON,울산대학교
Chun^ Junchul,SCIENCEON,경기대학교
신형수,SCIENCEON,경운대학교,KCI,경운대학교
김병기,SCIENCEON,전남대학교,KCI,전남대학교
김대원,KCI,단국대학교,SCIENCEON,단국대학교
박대우,SCIENCEON,DEPARTMENT OF CONVERGENCE TECHNOLOGY; HOSEO GRADUATE SCHOOL OF VENTURE
박대우,KCI,호서대학교,SCIENCEON,호서대학교
박대우,SCIENCEON,CONVERSING TECHNOLOGY; HOSEO GRADUATE SCHOOL OF VENTURE
전석주,SCIENCEON,서울교육대학교,KCI,서울교육대학교
양종훈,SCIENCEON,상명대학교,KCI,상명대학교
장명훈,KCI,제주대학교,NTIS,제주대학교,SCIENCEON,제주대학교
문찬우,KCI,국민대학교,SCIENCEON,국민대학교
강석빈,SCIENCEON,지식이러닝연구실
유영선,SCIENCEON,경희대학교,KCI,경희대학교
김미진,SCIENCEON,대구한의대학교,KCI,대구한의대학교
김미진,SCIENCEON,동서대학교,KCI,동서대학교
김성수,KCI,광운대학교,SCIENCEON,광운대학교
김성수,KCI,한국외국어대학교
김성수,SCIENCEON,충남대학교
김석,KCI,POSCO
김석,SCIENCEON,POSCO 기술연구원 엔지니어링솔루션 센터 제어계측연구그룹
이근호,SCIENCEON,전주대학교,KCI,전주대학교
이근호,SCIENCEON,한국기계연구원
이근호,KCI,단국대학교
강병수,SCIENCEON,한국전자통신연구원
이임건,KCI,동의대학교,SCIENCEON,동의대학교
이영호,SCIENCEON,한국해양대학교,KCI,한국해양대학교
이영호,NTIS,목포대학교,SCIENCEON,목포대학교
이영호,SCIENCEON,유니티 코리아
Yang^ S.Y.,SCIENCEON,울산대학교
성정환,KCI,숭실대학교,SCIENCEON,숭실대학교
정광모,SCIENCEON,전자부품연구원 실감정보플랫폼연구센터
김광호,SCIENCEON,서울과학기술대학교,KCI,서울과학기술대학교
김광호,SCIENCEON,GRADUATE SCHOOL OF PUBLIC POLICY AND INFORMATION TECHNOLOGY; SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLGY
권대규,SCIENCEON,전북대학교,NTIS,전북대학교
신경식,KCI,이화여자대학교,SCIENCEON,이화여자대학교
김경수,KCI,전남대학교,SCIENCEON,전남대학교
김경수,NTIS,한국과학기술원
심현철,SCIENCEON,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
심현철,KCI,한국과학기술원
노준용,KCI,한국과학기술원,NTIS,한국과학기술원,SCIENCEON,한국과학기술원
양웅연,SCIENCEON,가상현실연구실
양웅연,SCIENCEON,전자통신연구원 VR/AR기술연구그룹
김홍기,SCIENCEON,가상현실연구실
이승현,NTIS,광운대학교,SCIENCEON,광운대학교,KCI,광운대학교
문영래,KCI,조선대학교,SCIENCEON,조선대학교
고지은,SCIENCEON,한국교통대학교,KCI,한국교통대학교
Hwang^ Ki-Chul,SCIENCEON,백석대학교
조정원,SCIENCEON,제주대학교,KCI,제주대학교
엄요한,SCIENCEON,세한대학교,KCI,세한대학교
전문석,SCIENCEON,숭실대학교
박준,KCI,홍익대학교,NTIS,홍익대학교,SCIENCEON,홍익대학교
김은형,SCIENCEON,가천대학교,KCI,가천대학교
김동근,SCIENCEON,상명대학교,KCI,상명대학교
배석한,SCIENCEON,한국해양수산연수원,KCI,한국해양수산연수원
김정도,KCI,엔씨소프트
김정도,KCI,호서대학교,SCIENCEON,호서대학교
박태정,SCIENCEON,덕성여자대학교,KCI,덕성여자대학교,NTIS,덕성여자대학교
박태정,KCI,경기대학교,NTIS,경기대학교
류희삼,SCIENCEON,디지털방송미디어과
최희수,SCIENCEON,상명대학교,KCI,상명대학교
우정권,SCIENCEON,단국대학교,KCI,단국대학교
박은초,SCIENCEON,대구대학교,KCI,대구대학교
허길환,KCI,국방과학연구소
허길환,SCIENCEON,국방과학연구소 어뢰체계개발단
이양지,SCIENCEON,전남대학교,KCI,전남대학교
최재원,KCI,순천향대학교,SCIENCEON,순천향대학교
한선관,SCIENCEON,경인교육대학교,KCI,경인교육대학교
권택민,SCIENCEON,가천대학교,KCI,가천대학교
남양희,KCI,이화여자대학교,SCIENCEON,이화여자대학교
강순희,SCIENCEON,한국교통대학교,KCI,한국교통대학교
김진모,KCI,부산가톨릭대학교,SCIENCEON,부산가톨릭대학교,NTIS,부산가톨릭대학교
김진모,KCI,한성대학교,NTIS,한성대학교,SCIENCEON,한성대학교
김광욱,SCIENCEON,한양대학교,NTIS,한양대학교,KCI,한양대학교
김기일,KCI,경상대학교,SCIENCEON,경상대학교
서동희,KCI,남서울대학교,SCIENCEON,남서울대학교
김상훈,KCI,인하대학교
김상훈,KCI,제주한라대학교,SCIENCEON,제주한라대학교
김대희,KCI,(주)삼우이머션,SCIENCEON,(주)삼우이머션
김남,SCIENCEON,충북대학교,KCI,충북대학교,NTIS,충북대학교
석윤찬,SCIENCEON,비쥬얼캠프
석윤찬,KCI,VISUALCAMP
허영주,KCI,한국과학기술정보연구원
허영주,SCIENCEON,한국과학기술정보연구원 슈퍼컴퓨팅융합연구센터
정남준,SCIENCEON,KEPCO RESEARCH INSTITUTE; KOREA ELECTRIC POWER CORPORATION
김한웅,KCI,한경대학교
김한웅,SCIENCEON,HANKYONG NATIONAL UNIVERSITY ELECTRIC; ELECTRONIC & CONTROL ENGINEERING
오현오,SCIENCEON,가우디오랩(주)
조영도,SCIENCEON,한국가스안전공사 가스안전연구원 안전연구실
조영도,KCI,한국가스안전공사
이준우,SCIENCEON,스마트콘텐츠연구실
이준우,KCI,한국전자통신연구원
손욱호,SCIENCEON,콘텐츠플랫폼연구부
Jeon^ Joonhyun,SCIENCEON,건국대학교
Seo^ Gapyuel,SCIENCEON,홍익대학교
Lee^ Ju-Hwan,SCIENCEON,서울미디어대학원대학교
Kim^ Nami,SCIENCEON,삼육대학교
Kwon^ Jun-Sik,SCIENCEON,세명대학교
Nam^ SangHun,SCIENCEON,서울미디어대학원대학교
Chung^ Jeanhun,SCIENCEON,동국대학교
김형국,KCI,광운대학교,NTIS,광운대학교,SCIENCEON,광운대학교
이장원,KCI,연세대학교,SCIENCEON,연세대학교
Yoo^ Kwan-Hee,SCIENCEON,충북대학교
김기정,KCI,전주대학교,SCIENCEON,전주대학교
서민경,SCIENCEON,이화여자대학교,KCI,이화여자대학교
유철희,KCI,한국가스안전공사
유철희,SCIENCEON,가스안전공사 가스안전연구원
윤청,KCI,충남대학교,SCIENCEON,충남대학교
한정현,KCI,고려대학교,NTIS,고려대학교,SCIENCEON,고려대학교
류관희,NTIS,충북대학교,SCIENCEON,충북대학교
장경식,KCI,한국기술교육대학교,SCIENCEON,한국기술교육대학교
이석희,NTIS,남서울대학교,SCIENCEON,남서울대학교,KCI,남서울대학교
김홍윤,SCIENCEON,한서대학교,KCI,한서대학교
황정희,KCI,남서울대학교,SCIENCEON,남서울대학교
최성호,KCI,연세대학교,SCIENCEON,연세대학교
김용,KCI,전북대학교,SCIENCEON,전북대학교
서범주,SCIENCEON,홍익대학교,KCI,홍익대학교
류광민,SCIENCEON,경북대학교,KCI,경북대학교
최준호,SCIENCEON,연세대학교,KCI,연세대학교
최준호,KCI,부경대학교,NTIS,부경대학교
유두한,SCIENCEON,건양대학교,KCI,건양대학교
정일용,KCI,조선대학교,SCIENCEON,조선대학교
신동희,NTIS,중앙대학교,KCI,중앙대학교,SCIENCEON,중앙대학교
최권택,KCI,강남대학교,SCIENCEON,강남대학교
한호성,KCI,전주대학교,SCIENCEON,전주대학교
구교찬,KCI,단국대학교,SCIENCEON,단국대학교
박형진,KCI,한국건설기술연구원
박형진,SCIENCEON,한국건설기술연구원 ICT융합연구소
정아름,SCIENCEON,몽심 주식회사
정아름,KCI,몽심주식회사
장대흥,KCI,부경대학교,NTIS,부경대학교,SCIENCEON,부경대학교
나종연,SCIENCEON,서울대학교,KCI,서울대학교
김수연,SCIENCEON,서울대학교,KCI,서울대학교
김규헌,KCI,경희대학교,NTIS,경희대학교,SCIENCEON,경희대학교
You^ Yen-Woo,SCIENCEON,한성대학교
Yoo^ Byounghyun,SCIENCEON,한국과학기술연구원 영상미디어연구단
계희원,KCI,한성대학교,SCIENCEON,한성대학교,NTIS,한성대학교
박우찬,KCI,세종대학교,NTIS,세종대학교,SCIENCEON,세종대학교
최종윤,SCIENCEON,용인송담대학교
권오영,SCIENCEON,코리아텍 온라인평생교육원
김상연,NTIS,한국기술교육대학교,KCI,한국기술교육대학교,SCIENCEON,한국기술교육대학교
조민수,SCIENCEON,윈테크
조민수,SCIENCEON,경운대학교
조민수,KCI,윈텍
이대현,SCIENCEON,한국산업기술대학교,NTIS,한국산업기술대학교,KCI,한국산업기술대학교
이대현,NTIS,수성대학교
윤현철,KCI,대구칠성초등학교,SCIENCEON,대구칠성초등학교
한영미,SCIENCEON,고려대학교,KCI,고려대학교
한재석,SCIENCEON,(주)세이프텍리서치
한동섭,KCI,한양대학교,SCIENCEON,한양대학교
이영미,SCIENCEON,명지대학교
이영미,KCI,퍼듀대학교
이영미,NTIS,아주대학교
감경윤,KCI,인제대학교,SCIENCEON,인제대학교
구현모,SCIENCEON,경성대학교,KCI,경성대학교
유영대,SCIENCEON,청암대학교,KCI,청암대학교
구지훈,KCI,오산대학교,SCIENCEON,오산대학교
문신정,SCIENCEON,중앙대학교,KCI,중앙대학교
김정민,SCIENCEON,한국산업기술시험원
김정민,NTIS,서울여자대학교
이언석,SCIENCEON,순천향대학교,KCI,순천향대학교
이보형,KCI,초당대학교,SCIENCEON,초당대학교
Kang^ Min Soo,SCIENCEON,을지대학교
고일주,KCI,숭실대학교,NTIS,숭실대학교,SCIENCEON,숭실대학교
김선정,SCIENCEON,한림대학교,KCI,한림대학교,NTIS,한림대학교
김연표,KCI,(주) 소프트젠,SCIENCEON,(주) 소프트젠
원종서,KCI,연세대학교,SCIENCEON,연세대학교
이완복,SCIENCEON,공주대학교,KCI,공주대학교
김선중,SCIENCEON,스마트미디어연구그룹
장종현,SCIENCEON,기가서비스연구부
김휘강,KCI,고려대학교,SCIENCEON,고려대학교
권정흠,SCIENCEON,영산대학교,KCI,영산대학교
한혜원,KCI,이화여자대학교,SCIENCEON,이화여자대학교
김강석,KCI,아주대학교,SCIENCEON,아주대학교
문미경,SCIENCEON,동서대학교,KCI,동서대학교
류은석,SCIENCEON,가천대학교,KCI,가천대학교
류은석,NTIS,성균관대학교,KCI,성균관대학교,SCIENCEON,성균관대학교
김홍익,SCIENCEON,CJ헬로 기술담당
